epoch,accuracy,loss,val_accuracy,val_loss
0,0.23038071393966675,1.8641778230667114,0.24993033707141876,1.918975830078125
1,0.33512139320373535,1.670079231262207,0.3909166753292084,1.5393325090408325
2,0.44439026713371277,1.44002103805542,0.4421844482421875,1.4136888980865479
3,0.49312061071395874,1.3223085403442383,0.49038729071617126,1.3039180040359497
4,0.5280573964118958,1.2465373277664185,0.5349679589271545,1.2299177646636963
5,0.5524051785469055,1.1895239353179932,0.5514070987701416,1.2046774625778198
6,0.5720853805541992,1.1428279876708984,0.5553078651428223,1.1825380325317383
7,0.5876554250717163,1.1012945175170898,0.5491780638694763,1.189371943473816
8,0.6021108627319336,1.0716136693954468,0.5778768658638,1.138039469718933
9,0.6135706305503845,1.0451953411102295,0.5987740159034729,1.0532982349395752
10,0.6183078289031982,1.0169575214385986,0.6140986084938049,1.0339560508728027
11,0.6327980756759644,0.9914298057556152,0.6021175980567932,1.1195871829986572
12,0.641854465007782,0.9646815061569214,0.6015602946281433,1.0531110763549805
13,0.647218644618988,0.9517462849617004,0.6425188183784485,0.9710740447044373
14,0.6548469066619873,0.9311783909797668,0.6213430166244507,1.0150045156478882
15,0.6665505766868591,0.9066607356071472,0.6210643649101257,1.0310027599334717
16,0.6693719625473022,0.8948789834976196,0.6107550859451294,1.0555020570755005
17,0.6788115501403809,0.8780511021614075,0.6088047027587891,1.0687456130981445
18,0.6859869956970215,0.8626869916915894,0.6274728178977966,1.0061025619506836
19,0.6946601867675781,0.835170328617096,0.6174421906471252,1.0407565832138062
20,0.6960186958312988,0.8276482820510864,0.6419615745544434,0.9853730797767639
21,0.7084886431694031,0.7988656759262085,0.6269155740737915,1.0450434684753418
22,0.7098122835159302,0.7995133996009827,0.6623014807701111,0.9423735737800598
23,0.719530463218689,0.7733867764472961,0.6486486196517944,1.0300989151000977
24,0.7239541411399841,0.7597383856773376,0.6416829228401184,1.0134695768356323
25,0.7311295866966248,0.7415897250175476,0.6330454349517822,1.0168718099594116
26,0.7371904253959656,0.7318931818008423,0.6539425849914551,0.9976279735565186
27,0.7373993992805481,0.7160978317260742,0.6572861671447754,0.9838019609451294
28,0.7451670169830322,0.6974080204963684,0.6433547139167786,1.0473698377609253
29,0.7530043125152588,0.6835433840751648,0.6589578986167908,1.0129579305648804
30,0.7562088370323181,0.671722412109375,0.6517135500907898,1.017877459526062
31,0.7634191513061523,0.6558442115783691,0.6558930277824402,1.0078190565109253
32,0.7674944996833801,0.6408271193504333,0.6330454349517822,1.126481533050537
33,0.7705597281455994,0.6297590732574463,0.662580132484436,1.0745967626571655
34,0.7806959748268127,0.613299548625946,0.6436333060264587,1.0788590908050537
35,0.8079348206520081,0.5372989177703857,0.6818054914474487,0.9875701069831848
36,0.8216935396194458,0.4945695400238037,0.6868208646774292,1.000200629234314
37,0.82960045337677,0.4807450473308563,0.685149073600769,1.011101245880127
38,0.8352781534194946,0.46587029099464417,0.6857063174247742,1.0213860273361206
39,0.837786078453064,0.45589911937713623,0.685149073600769,1.0247893333435059
40,0.8395625352859497,0.452191561460495,0.6859849691390991,1.028977632522583
41,0.8440907001495361,0.4406810402870178,0.6801337599754333,1.0548352003097534
42,0.8467379808425903,0.43182605504989624,0.6784619688987732,1.0510092973709106
43,0.8484795689582825,0.4279020130634308,0.6862635612487793,1.0579485893249512
44,0.8487234115600586,0.4226163327693939,0.684034526348114,1.0648820400238037
45,0.8513358235359192,0.4154409170150757,0.6845918297767639,1.0668734312057495
46,0.8531122803688049,0.41265344619750977,0.685149073600769,1.0801868438720703
47,0.8598349094390869,0.39520859718322754,0.6865422129631042,1.0803407430648804
